City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
466,Camalu,MX,292.57,few clouds,30.85,-116.0667,La Cueva del Pirata
468,Lake City,US,298.59,scattered clouds,30.1897,-82.6393,Ramada Limited Lake City
470,Zhigansk,RU,299.27,scattered clouds,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
471,Lisakovsk,KZ,292.22,broken clouds,52.5369,62.4936,Gostinitsa Lisakovsk
472,Brechin,GB,286.96,overcast clouds,56.7299,-2.6573,Northern Hotel
473,Acapulco,MX,298.66,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
475,Mitla,MX,288.94,broken clouds,16.9167,-96.4,Don Cenobio
476,Mao,ES,295.46,clear sky,39.8885,4.2658,ARTIEM Capri
477,Kitami,JP,293.85,broken clouds,43.8031,143.8908,Toyoko INN Kitami Ekimae
478,Potchefstroom,ZA,283.32,clear sky,-26.7167,27.1,Melrose Place Guestrooms
479,Terney,RU,295.22,scattered clouds,45.0503,136.6092,"Hotel ""Ternay"""
481,Aksay,RU,294.4,clear sky,47.26,39.87,Chernaya Zhemchuzhina
482,Deputatskiy,RU,290.7,overcast clouds,69.3,139.9,Baza Otdykha
483,Carros,FR,296.99,few clouds,43.7894,7.184,Lou Castelet Restaurant
484,Fortuna,US,288.11,clear sky,40.5982,-124.1573,Super 8 by Wyndham Fortuna
487,Jalu,LY,299.48,clear sky,29.0331,21.5482,صاحبة الفخامة
489,Guaruja,BR,292.52,clear sky,-23.9931,-46.2564,Charme Hotel Guarujá
490,Nehe,CN,295.21,heavy intensity rain,48.4833,124.8333,Vladimir Homestay
491,Balykshi,KZ,295.15,light intensity shower rain,47.0667,51.8667,Гостиница Golden Rose
492,Melo,UY,290.7,overcast clouds,-32.3667,-54.1833,Hotel Juana
494,Kalmthout,BE,286.94,overcast clouds,51.3846,4.4742,Bed and Breakfast Bobilou
499,Nador,MA,295.29,clear sky,35.174,-2.9287,Hôtel La Giralda
500,Gijon,ES,289.96,clear sky,43.5357,-5.6615,Hotel Norte
501,Port Lincoln,AU,288.53,few clouds,-34.7333,135.8667,Port Lincoln Hotel
504,Saumur,FR,289.28,overcast clouds,47.3333,-0.25,Hôtel la Longue Vue
505,Moranbah,AU,292.51,clear sky,-22.0016,148.0466,Property Vine - Monterey Moranbah
506,Charters Towers,AU,294.89,clear sky,-20.1,146.2667,Cattleman's Rest Motor Inn
507,Kargasok,RU,293.9,scattered clouds,59.0556,80.8572,Hotel Kargasok
508,Itacoatiara,BR,297.33,clear sky,-3.1431,-58.4442,BBB Rooms Centro Itacoatiara AM
509,Xining,CN,296.93,clear sky,36.6167,101.7667,Super Leisure Hotel
510,Port Hueneme,US,298.29,broken clouds,34.1478,-119.1951,Hampton Inn Channel Islands Harbor
513,Hay River,CA,291.14,smoke,60.8156,-115.7999,Ptarmigan Inn
516,Rye,US,298.74,overcast clouds,40.9807,-73.6837,Courtyard by Marriott Rye
517,Sinnamary,GF,297.83,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
518,Ibra,OM,298.61,overcast clouds,22.6906,58.5334,مزرعة راحة النفوس المنزفة
519,Novyy Urengoy,RU,288.87,clear sky,66.0833,76.6333,Apartments Moy Dom na Gubkina
522,Porto Santo,PT,294.36,scattered clouds,33.071999999999996,-16.3415,Hotel Porto Santo & Spa
524,Berea,US,297.0,overcast clouds,41.3662,-81.8543,Comfort Inn Cleveland Airport
525,Balsas,BR,298.85,broken clouds,-7.5325,-46.0356,Novo Hotel
527,Karratha,AU,299.74,clear sky,-20.7377,116.8463,ibis Styles Karratha
528,Ferkessedougou,CI,295.01,overcast clouds,9.6,-5.2,Hotel Chateau
531,Campos Gerais,BR,287.71,clear sky,-21.235,-45.7586,Hotel Paraíso
532,Xiuyan,CN,297.73,overcast clouds,40.2928,123.2744,Helin Holiday Hotel
534,Lac Du Bonnet,CA,285.82,moderate rain,50.2536,-96.0612,Drifter's Inn
537,Alta Floresta,BR,293.17,clear sky,-9.8756,-56.0861,Floresta Amazonica Hotel
539,Vila Velha,BR,292.01,few clouds,-20.3297,-40.2925,Hotel Vitória Palace
540,Mollendo,PE,287.95,broken clouds,-17.0231,-72.0147,Hostal La Casa de Melgar
541,Ruidoso,US,293.13,scattered clouds,33.3317,-105.67299999999999,Inn of the Mountain Gods
542,Arroyo,ES,289.34,clear sky,41.6096,-4.7969,Hotel El Jardín de la Abadía
543,Anadyr,RU,282.43,broken clouds,64.75,177.4833,Отке17.ру — жильё для командированных
544,Hofn,IS,284.64,overcast clouds,64.2539,-15.2082,Hótel Höfn
545,Marfino,RU,295.29,clear sky,55.7028,37.3822,Nemchinovka-Park
546,Roald,NO,283.01,overcast clouds,62.5833,6.1333,Flem Cabins
547,Cortes,ES,293.18,scattered clouds,41.9395,-1.4396,Rincon de bu
